prompt_short,n,band_mean,band_std,word_count_mean,prompt_overlap_mean
Surveys show that many people believe most jobs in the future will be done at home.Do you agree or disagree ?,7,4.428571428571429,0.9322272357358045,294.7142857142857,0.4805194805194805
"Some people think that students benefit from going to private secondary schools. Others, however, feel that private seco",7,4.642857142857143,1.3451854182690985,287.2857142857143,0.518796992481203
"Some people think that physical strength is important for success in sport, while other people think that mental strengt",7,6.5,2.0,316.42857142857144,0.7023809523809524
Interviews form the basic selection criteria for most large companies. However some people think that interview is not a,7,6.714285714285714,1.3496031162636561,321.0,0.46031746031746035
Some people think it is one of the best ways to solve environmental problems by increasing the cost of fuels for cars an,7,6.142857142857143,1.2149857925879117,283.57142857142856,0.5238095238095238
"Some people think in order to continually improve the quality of education, high school students should be encouraged to",7,5.214285714285714,1.7043362064926935,314.42857142857144,0.5604395604395604
"Nowadays, celebrities are more famous for their glamour and wealth than for their achievements, and this sets a bad exam",7,5.857142857142857,1.7728105208558367,304.14285714285717,0.6043956043956044
Some people are of the view that students should keep a gap of one year without study between school and university. Whi,7,6.0,1.5811388300841898,325.14285714285717,0.46258503401360546
Some people think that secondary school children should study international news as one of school subjects. Other people,7,5.714285714285714,1.8224786888818678,308.85714285714283,0.5071428571428571
Reporting of crimes and other kinds of violent news on television and in newspapers can have adverse consquences. This k,7,5.785714285714286,0.7559289460184544,285.14285714285717,0.5317460317460317
some people think that the best way to solve global environmental problems is to increase the cost of fuel. To what exte,7,5.357142857142857,1.4057704208690962,276.85714285714283,0.5973312401883831
"In many countries, governments spend large sums of money on the arts and this is supported by some taxpayers as worthwhi",7,5.857142857142857,1.6511179473891244,323.85714285714283,0.4037267080745342
Some people believe that teenagers should be required to do unpaid community work in their free times. This can benefit ,7,5.785714285714286,1.2535663410560176,287.2857142857143,0.6187384044526902
Some people believe that teenagers should be required to do unpaid community work in their free time. This can be benefi,7,5.785714285714286,1.4679107277903194,327.2857142857143,0.6326530612244898
Some think that government should support retired people financially while others believe they should take care of thems,7,5.857142857142857,1.5197117521174237,304.2857142857143,0.6326530612244898
In many countries people increasingly talk about money (how much they earn or how much they pay for things in their dail,7,8.142857142857142,1.492042384180314,325.2857142857143,0.5714285714285714
"Write about the following topic.Many governments think that economic progress is their most important goal. Some people,",7,6.142857142857143,0.852168103246347,294.85714285714283,0.38461538461538464
"Money offered for post graduate research is limited; as a consequence, some people argue that financial support from the",7,5.928571428571429,1.8126539343499315,298.14285714285717,0.5142857142857143
Money should be spent on creating new public buildings such as museums or town hall rather than renovating the existing ,7,5.142857142857143,1.492042384180314,293.42857142857144,0.5333333333333333
"Some people think the main benefit of international cooperation is in the protection of the environment, while others th",7,6.571428571428571,0.8864052604279183,325.0,0.4942226890756302
"Some people think the money spent on developing technology for space exploration is not justified. However, there are mo",7,7.071428571428571,0.8864052604279182,316.7142857142857,0.5535714285714286
Many people believe that the current system of both teachers and students in the classroom will no longer exist by the y,7,5.071428571428571,1.69382632493642,283.0,0.4795918367346939
Write about the following topic.Some people think that government is responsible for the rise in obesity in children.Do ,7,6.785714285714286,0.4879500364742666,293.7142857142857,0.35000000000000003
Some people believe that the government should not spend money on international aid when they have their own disadvantag,7,6.785714285714286,1.0350983390135313,306.7142857142857,0.3626373626373627
Many people assume that the goal of every country should be to produce more materials and goods.To what extent do you ag,7,6.571428571428571,1.2051476890327395,307.0,0.5714285714285714
